,name,information,totalprice,unitprice
296,朝南向，动静区分离，户型方正三房,3室1厅 | 100.08平米 | 南 | 精装 | 低楼层(共39层) | 2014年建 | 板塔结合,13680000,136691
297,店长力推：东门168新出笋盘，税少价低！,1室0厅 | 22.78平米 | 东南 | 精装 | 中楼层(共24层) | 2005年建 | 塔楼,1700000,74627
298,地铁口 清爽三房  红本满五年 免个税 桃源村二期,3室1厅 | 93.1平米 | 南 | 精装 | 高楼层(共20层) | 2003年建 | 塔楼,5850000,62836
299,百合外国语旁 满五年税少 南北通透 采光好 *三房,2室1厅 | 63.36平米 | 南 北 | 简装 | 高楼层(共7层) | 2005年建 | 板塔结合,2630000,41509
300,桃源居十五区 双层下复式 买一层用两层 住家装修,8室2厅 | 131.24平米 | 南 | 精装 | 低楼层(共24层) | 2007年建 | 板塔结合,6700000,51052
301,11号线地铁口 4房2厅2卫 满五唯一 诚心出售,4室2厅 | 116.63平米 | 西南 | 精装 | 高楼层(共18层) | 2009年建 | 板塔结合,9000000,77168
302,麓园一期 深中物业 客厅出阳台,3室1厅 | 88.83平米 | 东南 | 精装 | 低楼层(共34层) | 2015年建 | 板塔结合,3390000,38163
303,后海公馆精装2房，满五年唯一，红本，近地铁。,2室2厅 | 66.34平米 | 北 | 精装 | 高楼层(共30层) | 2008年建 | 塔楼,8200000,123606
304,华晖云门 就这一套大户型对外诚心出售 满四年红本在手,4室2厅 | 127.71平米 | 南 北 | 简装 | 高楼层(共38层) | 2015年建 | 板塔结合,11800000,92397
305,梧桐山脚下小两房，空气好，总价低，户型方正实用,2室1厅 | 42.07平米 | 南 | 精装 | 中楼层(共7层) | 1997年建 | 板楼,2270000,53958
306,罗湖蔡屋围方正大三房，安静舒适，居家专属,3室2厅 | 86.74平米 | 南 | 精装 | 低楼层(共6层) | 1984年建 | 板塔结合,5300000,61103
307,高层东南朝向，使用率高，光线好,2室1厅 | 64平米 | 东南 | 精装 | 中楼层(共28层) | 2003年建 | 板塔结合,3380000,52813
308,满五唯一，红本在手，小高层，一梯两户，南北对流,2室2厅 | 85.37平米 | 南 | 精装 | 中楼层(共11层) | 2002年建 | 板楼,5450000,63840
309,博林天瑞 满三年，税费少，实用面积高，户型方正,4室2厅 | 132.19平米 | 北 | 精装 | 低楼层(共46层) | 2016年建 | 板塔结合,12500000,94561
310,摩尔城地铁口物业，满四年欠款少，业主诚心出售,3室2厅 | 89.17平米 | 南 | 精装 | 低楼层(共31层) | 2010年建 | 塔楼,3100000,34766
311,南油9号线和12号线双地铁口物业实用标准两房,2室1厅 | 66.59平米 | 北 | 精装 | 低楼层(共31层) | 2003年建 | 塔楼,5600000,84097
312,东南朝朝向！一线全海景！无遮挡！视野开阔！满两年！,3室2厅 | 106.48平米 | 东南 | 精装 | 中楼层(共12层) | 2003年建 | 板塔结合,5480000,51466
313,朝北中楼层  视野采光好  业主诚心出售,3室1厅 | 89.66平米 | 北 | 毛坯 | 低楼层(共33层) | 2017年建 | 板塔结合,3440000,38368
314,此房满五西南向看花园，客厅出大阳台 税费少,3室2厅 | 78.32平米 | 东北 | 精装 | 中楼层(共33层) | 2007年建 | 塔楼,4800000,61288
315,一房，朝南安静看小区，诚心出售,1室1厅 | 36.48平米 | 南 | 简装 | 高楼层(共26层) | 2005年建 | 板塔结合,2500000,68531
316,精致装修，高楼层，看振业城全景观，期待有缘人,5室2厅 | 223.93平米 | 南 | 精装 | 高楼层(共27层) | 2010年建 | 板塔结合,7800000,34833
317,大空港总价2字头精装一房一厅 东南向无遮挡,1室1厅 | 56平米 | 东南 | 精装 | 中楼层(共11层) | 2006年建 | 板塔结合,2380000,42500
318,布吉石芽岭公园慢城三期朝南向看花园精装修大两房,2室2厅 | 81.54平米 | 南 | 精装 | 低楼层(共22层) | 2008年建 | 板塔结合,3560000,43660
319,高发海景复式 六房三卫  满五唯一  精装修 价格美丽,6室2厅 | 161.16平米 | 南 | 精装 | 中楼层(共27层) | 2011年建 | 板塔结合,17000000,105486
320,福怡大两房，使用面积大，地理位置好,2室2厅 | 75.96平米 | 东南 | 简装 | 中楼层(共9层)  | 板楼,2750000,36204
321,润恒尚园，近碧海湾公园，低楼层，采光很棒，诚心卖！,4室2厅 | 103.57平米 | 东南 | 精装 | 低楼层(共28层) | 2015年建 | 塔楼,7100000,68553
322,翠馨居花园 1室0厅 275万,1室0厅 | 30.61平米 | 北 | 简装 | 中楼层(共9层) | 2002年建 | 板塔结合,2750000,89840
323,业主急售 龙珠花园 自用两房 高层通风 三地鉄口,2室1厅 | 60.4平米 | 北 | 简装 | 高楼层(共30层) | 1997年建 | 板塔结合,2350000,38908
324,满二朝南，中高楼层，楼间距宽，横厅大三房,3室2厅 | 88.5平米 | 西南 | 精装 | 高楼层(共31层) | 2015年建 | 板塔结合,5800000,65537
325,大冲城市花园 朝南两房 全新毛坯 满两年 安静看花园,2室2厅 | 80.48平米 | 南 | 毛坯 | 低楼层(共39层) | 2014年建 | 板塔结合,11800000,146621
326,高楼层  户型方正   客厅处阳台   业主诚心出售,1室1厅 | 42.68平米 | 东南 | 精装 | 高楼层(共32层) | 2007年建 | 塔楼,4000000,93721
327,好房子通风采光好，使用率高看花园安静适宜居,3室2厅 | 87平米 | 东南 | 精装 | 低楼层(共32层) | 2015年建 | 板塔结合,4980000,57242
328,房子朝向好，地铁口很适合居家，满五唯一,3室2厅 | 114.43平米 | 西南 | 精装 | 低楼层(共11层) | 2009年建 | 板塔结合,7200000,62921
329,观海台花园顶层复式4房2卫，南二外本部，随时可看房！,4室2厅 | 149.44平米 | 西 北 | 精装 | 高楼层(共18层) | 2003年建 | 板塔结合,19500000,130488
330,满三年税费少，精装修保养好，看房方便有钥匙,2室1厅 | 54.11平米 | 东南 | 精装 | 高楼层(共29层) | 1998年建 | 板塔结合,2180000,40289
331,大三房厅出阳台，业主诚心卖，中高楼层,3室2厅 | 110.99平米 | 南 北 | 精装 | 中楼层(共26层) | 2007年建 | 塔楼,12800000,115326
332,皇庭世纪 2室1厅 500万,2室1厅 | 57.88平米 | 西南 | 精装 | 中楼层(共29层) | 2004年建 | 板塔结合,5000000,86386
333,熙和园 正规3房 朝南 看房方便,3室1厅 | 70.8平米 | 东南 南 | 简装 | 高楼层(共18层) | 2013年建 | 板楼,4000000,56498
334,前海月亮湾山庄  联排别墅  业主诚心出售。,6室3厅 | 267.82平米 | 南 东北 | 精装 | 1层 | 1998年建 | 暂无数据,16450000,61422
335,上塘道 精装2房 家私齐全，朝南向，中间楼层,2室2厅 | 69.13平米 | 南 | 精装 | 低楼层(共30层) | 2011年建 | 板塔结合,4300000,62202
336,龙华地铁站 中环花园 精致三房 看房方便,3室2厅 | 98.48平米 | 东南 | 精装 | 中楼层(共7层) | 2000年建 | 板楼,4100000,41633
337,稀有两房 户型方正 看小区花园 带精装业主自住 红本,2室1厅 | 43.22平米 | 西南 | 精装 | 中楼层(共30层) | 2014年建 | 板楼,2380000,55068
338,心有多远，您就能走多远，带固定产权车位（价格另议）,3室2厅 | 108.31平米 | 南 | 简装 | 中楼层(共22层) | 2000年建 | 板塔结合,8800000,81249
339,玉湖湾 4室1厅 855万,4室1厅 | 134.51平米 | 南 | 精装 | 低楼层(共30层) | 2011年建 | 板塔结合,8550000,63565
340,丽景城 3室2厅 615万,3室2厅 | 111.8平米 | 西南 | 精装 | 低楼层(共25层) | 2003年建 | 塔楼,6150000,55009
341,东南向，无间道大阳台户型，带装修，红本满五年唯一,1室1厅 | 38.36平米 | 东南 | 精装 | 低楼层(共31层) | 2005年建 | 板塔结合,2420000,63087
342,一号线宝体花园社区  东南看花园和宝体 安静,3室2厅 | 135.51平米 | 南 | 简装 | 低楼层(共29层) | 2007年建 | 塔楼,10300000,76010
343,曦城装修联排别墅，业主保养很好，拎包入住,7室2厅 | 283.61平米 | 南 | 精装 | 1层 | 2008年建 | 暂无数据 | 联排别墅,26680000,94073
344,福永好房推荐，业主诚心出售、满五唯一。,2室2厅 | 78.6平米 | 西南 | 简装 | 中楼层(共8层) | 1996年建 | 板塔结合,2800000,35624
345,万科四季花城一期 3室2厅 490万,3室2厅 | 89.28平米 | 西 | 精装 | 中楼层(共8层) | 2000年建 | 板楼,4900000,54884
346,业主诚心出售  户型方正实用  安静看花园,3室2厅 | 96.98平米 | 西北 | 简装 | 低楼层(共11层) | 2000年建 | 板塔结合,3110000,32069
347,科华硬件设施可见。近万象天地， 转手简单,2室2厅 | 88.42平米 | 东南 | 精装 | 低楼层(共36层) | 2017年建 | 塔楼,15000000,169645
348,翠珠小区 3室2厅 730万,3室2厅 | 87.54平米 | 南 | 精装 | 中楼层(共8层) | 1993年建 | 板塔结合,7300000,83391
349,业主诚心出售房源 11栋高层看海景三房两卫 满五年,4室2厅 | 119.75平米 | 西南 | 精装 | 高楼层(共28层) | 2016年建 | 塔楼,10300000,86013
350,水畔紫云阁 2室1厅 420万,2室1厅 | 55.88平米 | 东南 | 精装 | 中楼层(共25层) | 2012年建 | 板塔结合,4200000,75162
351,70年产权精装复式 诚心出售 业主诚心出售、看房方便,2室1厅 | 66.37平米 | 西北 | 精装 | 中楼层(共33层) | 2017年建 | 板塔结合,2100000,31641
352,嘉宝田花园二期大三房  满五年 红本在手,3室2厅 | 109.84平米 | 西北 北 | 简装 | 低楼层(共25层) | 2003年建 | 板塔结合,6650000,60543
353,岭下花园 3室2厅 395万,3室2厅 | 90.2平米 | 东南 | 精装 | 中楼层(共7层) | 1995年建 | 板塔结合,3950000,43792
354,高楼层，南北通，采光好，三面采光.,2室1厅 | 56.88平米 | 北 | 精装 | 中楼层(共33层) | 2005年建 | 板塔结合,3650000,64171
355,梧桐山新居 2室1厅 283万,2室1厅 | 50.81平米 | 南 | 精装 | 中楼层(共8层) | 2001年建 | 板楼,2830000,55698
356,东方明珠城 *四房户型 中高楼层 业主住家装修,3室2厅 | 93.5平米 | 南 | 简装 | 中楼层(共32层) | 2007年建 | 塔楼,3100000,33156
357,华丽花园，精装东南向三房，满五唯一，红本,3室1厅 | 88.29平米 | 西北 | 精装 | 高楼层(共29层) | 1995年建 | 塔楼,4800000,54367
358,欧陆经典三房二厅南北通，双阳台，满五年红本在手,3室2厅 | 109.58平米 | 南 北 | 精装 | 高楼层(共11层) | 2005年建 | 板楼,6900000,62968
359,大运新城、满五唯一 红本在手最笋的房子没有之一,2室1厅 | 34.4平米 | 西北 | 精装 | 高楼层(共4层) | 2004年建 | 板塔结合,1550000,45059
360,会展大三房，楼层好，好朝向，好价格的好房,3室2厅 | 89.19平米 | 东北 | 毛坯 | 低楼层(共32层) | 2016年建 | 板塔结合,4700000,52697
361,满五唯一 诚心出售 交通方便 配套成熟,4室2厅 | 104.2平米 | 西南 | 简装 | 中楼层(共8层) | 1993年建 | 板塔结合,4050000,38868
362,龙城广场地铁口 东方明珠城 3室2厅 满两年 诚售,3室2厅 | 94.95平米 | 东北 | 简装 | 中楼层(共32层) | 2007年建 | 塔楼,3250000,34229
363,满五年唯一   银行少量欠款    带400平米花园,5室2厅 | 131.78平米 | 东南 | 精装 | 低楼层(共17层) | 2009年建 | 板楼,9900000,75126
364,12号线地铁口  南海城，花园社区，精装修小三房,3室2厅 | 65平米 | 西南 | 精装 | 高楼层(共9层) | 1997年建 | 板楼,5000000,76924
365,高层视野开阔，满五唯一，通风采光好，近关口地铁口,2室1厅 | 64.56平米 | 东北 | 精装 | 高楼层(共26层) | 2002年建 | 板塔结合,3430000,53129
366,89平朝南精装三房，满五唯一，少量欠款，即买即住,3室2厅 | 88.45平米 | 东南 | 精装 | 低楼层(共33层) | 2015年建 | 板塔结合,3450000,39006
367,看过来~ 西乡地铁口，满五红本，税少！！！！,3室2厅 | 87.95平米 | 东南 | 精装 | 低楼层(共31层) | 2012年建 | 塔楼,6900000,78454
368,07年京光海景 高楼层看蛇口半岛 南向大三房 红本在手,3室2厅 | 135.99平米 | 东 南 | 精装 | 中楼层(共32层) | 2007年建 | 板塔结合,8160000,60005
369,凤凰山脚下 精装两房 业主诚心出售,2室2厅 | 57.2平米 | 东南 | 精装 | 中楼层(共8层) | 1999年建 | 板塔结合,2500000,43707
370,精装修四房朝南看花园，安静不吵，楼层佳，采光好,4室1厅 | 85.64平米 | 南 | 精装 | 中楼层(共32层) | 2012年建 | 塔楼,5600000,65391
371,朝南看小区花园，客厅出阳台，光线极强！,3室2厅 | 89.7平米 | 南 | 精装 | 低楼层(共30层) | 2013年建 | 板楼,3580000,39911
372,房子满五唯一，家门口就是平湖枢纽站，装修保养好。,3室2厅 | 108.76平米 | 西北 | 简装 | 低楼层(共9层) | 2004年建 | 板塔结合,3600000,33101
373,后海蔚蓝海岸2期 三房两卫 客厅出阳台看小区泳池,3室1厅 | 117.17平米 | 北 | 简装 | 低楼层(共29层) | 2002年建 | 塔楼,10800000,92174
374,中熙君南山经典实用三房，全新装修,3室2厅 | 84.2平米 | 东北 | 精装 | 中楼层(共27层) | 2017年建 | 塔楼,8800000,104514
375,满五年，位置安静看公园，朝南高楼层，刚需改善可选,3室2厅 | 87.57平米 | 南 | 简装 | 中楼层(共33层) | 2011年建 | 板楼,7200000,82220
376,朝南小三房 采光好 看房方便 满五唯一,3室1厅 | 68.79平米 | 南 | 简装 | 中楼层(共6层) | 2002年建 | 板塔结合,5000000,72685
377,中爱花园 2室1厅 478万,2室1厅 | 60.95平米 | 东 东北 | 精装 | 低楼层(共15层) | 2004年建 | 板塔结合,4780000,78425
378,1。户型方正.朝南. 2。精装修 看房方便 .家私家电.,2室2厅 | 71.94平米 | 南 | 精装 | 中楼层(共28层) | 2003年建 | 板塔结合,3450000,47957
379,诺德假日花园，精装修两房，东向客厅出阳台。,2室1厅 | 66.43平米 | 东 | 简装 | 高楼层(共29层) | 2008年建 | 塔楼,7500000,112901
380,地铁口物业 后海花园社区信和 三年前环保装修 满五年,2室1厅 | 71.16平米 | 西北 | 精装 | 高楼层(共24层) | 2006年建 | 塔楼,6100000,85723
381,三地铁口物业，高层视野好、无遮挡,4室1厅 | 134.38平米 | 南 | 精装 | 高楼层(共18层) | 2005年建 | 塔楼,12500000,93020
382,翰岭院三房两卫，南北双大阳台，舒适居家,3室1厅 | 113.33平米 | 南 | 简装 | 低楼层(共24层) | 2005年建 | 板塔结合,8000000,70591
383,润恒尚园 3室2厅 655万,3室2厅 | 92平米 | 东南 | 精装 | 低楼层(共32层) | 2015年建 | 塔楼,6550000,71196
384,绿景花园： 地铁口花园社区，南向3房满5年唯一。,3室2厅 | 116.34平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板塔结合,7050000,60599
385,福田Cocopark 城中雅苑 小花园安静户型,2室1厅 | 83.85平米 | 东北 | 简装 | 低楼层(共32层) | 2004年建 | 塔楼,7100000,84676
386,住宅 通透小户型，卧室东南看公园，业主已改成小两房,2室1厅 | 47.85平米 | 南 北 | 简装 | 中楼层(共15层) | 2004年建 | 板塔结合,3650000,76281
387,满二，北向，小三房，全新装修，高楼层，视野无遮挡,3室1厅 | 81.85平米 | 北 | 精装 | 中楼层(共17层) | 1999年建 | 板塔结合,6100000,74527
388,缤纷年华少有在售4房户型，满5唯一，税低，看公园,4室1厅 | 93.79平米 | 北 | 简装 | 低楼层(共29层) | 2006年建 | 塔楼,10300000,109820
389,桃园地铁站，时代骄子79平米大两房，,2室1厅 | 78.95平米 | 西南 | 简装 | 高楼层(共31层) | 2003年建 | 塔楼,5200000,65865
390,此房满五唯一，白石洲地铁口，*启动，未来可期.,3室2厅 | 105.57平米 | 东南 | 精装 | 中楼层(共26层) | 2002年建 | 板塔结合,7100000,67254
391,桃源居安静电梯3房户型方正采光好,3室1厅 | 102.47平米 | 西南 | 简装 | 低楼层(共9层) | 2002年建 | 塔楼,5000000,48795
392,中间位置  正规三房 高层南向 居家精装  满五唯一,3室1厅 | 86.22平米 | 南 | 简装 | 中楼层(共32层) | 2013年建 | 塔楼,10500000,121782
393,南海玫瑰花园二期 特殊户型 南北通 三加一房,3室2厅 | 99.22平米 | 南 北 | 精装 | 低楼层(共18层) | 2005年建 | 板楼,11600000,116912
394,万科物业次新房全屋智能新装 东南朝向看花园看房方便,3室2厅 | 89.76平米 | 东南 | 精装 | 低楼层(共25层) | 2016年建 | 板塔结合,3850000,42893
395,电梯大两房 带露台  东南朝向 采光通风好,2室2厅 | 87.74平米 | 东南 | 精装 | 中楼层(共24层) | 2005年建 | 板塔结合,5000000,56987
396,南北通四房，前后视野无遮挡，红本在手，税费少,4室2厅 | 88.26平米 | 南 | 毛坯 | 低楼层(共35层) | 2016年建 | 板塔结合,3680000,41695
397,万科金域东郡 3室2厅 275万,3室2厅 | 70.19平米 | 西南 | 精装 | 低楼层(共16层) | 2008年建 | 塔楼,2750000,39180
398,天健郡城 优质房源，业主诚心出售 正规好两房,2室1厅 | 78.6平米 | 南 | 精装 | 高楼层(共18层) | 2005年建 | 板塔结合,3200000,40713
399,满五，户型方正，红本在手。使用率高。,1室1厅 | 44.29平米 | 西南 | 精装 | 低楼层(共32层) | 2012年建 | 塔楼,3300000,74509
400,荟芳园 3室1厅 580万,3室1厅 | 84.31平米 | 东北 | 简装 | 低楼层(共34层) | 1994年建 | 塔楼,5800000,68794
401,地理位置的优越，安静居家，满两年，户型方正合理,1室1厅 | 41.78平米 | 东南 | 简装 | 低楼层(共30层) | 2005年建 | 板塔结合,4100000,98134
402,精装修 南北通 采光通风好 看花园 可以拎包入住,4室1厅 | 118.19平米 | 西南 | 精装 | 中楼层(共20层) | 2006年建 | 板塔结合,10000000,84610
403,主卧和客厅都带大阳台，C户型，安静,4室2厅 | 187平米 | 东南 | 毛坯 | 低楼层(共49层) | 2016年建 | 板楼,22000000,117648
404,博林天瑞 4室2厅 1250万,4室2厅 | 145.03平米 | 南 北 | 毛坯 | 低楼层(共48层) | 2015年建 | 塔楼,12500000,86190
405,前海小两房，大新地铁口物业，配套成熟！,2室1厅 | 37.85平米 | 北 | 精装 | 中楼层(共23层) | 2007年建 | 塔楼,4390000,115985
406,此房满五年，红本在手，通风好，采光充足,3室2厅 | 90.6平米 | 东北 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,6800000,75056
407,满五年唯一住宅 固定车位 每月50元管理费,3室1厅 | 111.51平米 | 西 | 简装 | 低楼层(共21层) | 2003年建 | 板塔结合,11500000,103130
408,天集雅苑 2室1厅 265万,2室1厅 | 88.28平米 | 东南 南 | 毛坯 | 中楼层(共18层) | 2008年建 | 塔楼,2650000,30019
409,栖游家园 复式两房 满两年 业主急售,2室1厅 | 57.56平米 | 南 | 精装 | 高楼层(共34层) | 2014年建 | 塔楼,4800000,83392
410,君成雍和园 5室2厅 980万,5室2厅 | 138.19平米 | 东南 | 精装 | 中楼层(共44层) | 2016年建 | 板塔结合,9800000,70917
411,怡乐花园电梯三房两卫，高楼层，采光好！,3室1厅 | 94.71平米 | 北 | 精装 | 高楼层(共12层) | 2001年建 | 板塔结合,3380000,35688
412,南油地铁口一房 低总价 业主诚心卖房,1室0厅 | 38.31平米 | 东南 | 简装 | 高楼层(共32层) | 2003年建 | 塔楼,2900000,75699
413,会展辐射900米沿江高速200米福永站地铁口精品两房公寓,2室2厅 | 65.42平米 | 东 东南 | 精装 | 中楼层(共14层) | 2014年建 | 板塔结合,1900000,29044
414,2015年社区，满五唯一，高区景观，户型好，诚售,3室1厅 | 77.34平米 | 南 | 精装 | 中楼层(共32层) | 2015年建 | 板塔结合,6100000,78873
415,嘉宝田花园大社区，生活气息浓厚，适合居家！,3室1厅 | 87.25平米 | 南 | 精装 | 低楼层(共25层) | 2003年建 | 板塔结合,6050000,69341
416,南山精装地铁口住宅两房，业主急卖,2室2厅 | 97.28平米 | 东南 | 精装 | 中楼层(共30层) | 2004年建 | 塔楼,6680000,68668
417,凤凰山下福永电梯精装三房，住家舒适,3室1厅 | 76.5平米 | 东 | 精装 | 低楼层(共8层) | 1997年建 | 板楼,3000000,39216
418,此房满五年，精装修，中楼层 看花园采光充足,1室0厅 | 21.74平米 | 西北 | 简装 | 低楼层(共29层) | 2009年建 | 板塔结合,1350000,62098
419,城龙花园 4室2厅 370万,4室2厅 | 105.41平米 | 东南 | 简装 | 中楼层(共8层) | 1999年建 | 板塔结合,3700000,35102
420,小区最安静位置 看园景 视野宽阔 配套齐全,3室1厅 | 109.53平米 | 南 北 | 精装 | 低楼层(共31层) | 2002年建 | 塔楼,11000000,100430
421,阳光明居 2室1厅 460万,2室1厅 | 70.26平米 | 东北 | 简装 | 低楼层(共12层) | 2006年建 | 板塔结合,4600000,65472
422,旁边就是高尔夫球场，交通方便。,1室1厅 | 51.29平米 | 北 | 精装 | 低楼层(共26层) | 2004年建 | 塔楼,2750000,53617
423,华海澜湾稀有大平层，四世同堂，双阳台,5室2厅 | 161.55平米 | 西南 | 毛坯 | 中楼层(共17层) | 2010年建 | 板楼,8960000,55463
424,桃源居精装两房，位置安静，适宜居家,2室1厅 | 69.33平米 | 东南 | 简装 | 高楼层(共18层)  | 板楼,3700000,53368
425,恒立心海湾花园 4室2厅 980万,4室2厅 | 87.61平米 | 南 | 精装 | 高楼层(共31层) | 2010年建 | 板塔结合,9800000,111860
426,众冠西郡园 3室2厅 710万,3室2厅 | 118.26平米 | 南 | 简装 | 中楼层(共11层) | 2007年建 | 塔楼,7100000,60038
427,地铁7号线  南北通 双阳台 实用高效   环境幽静,3室2厅 | 97.81平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 暂无数据,5550000,56743
428,灵芝地铁口 红本在手 南边通透大3房 双阳台,3室2厅 | 101.3平米 | 东南 | 精装 | 中楼层(共6层) | 1991年建 | 板塔结合,5100000,50346
429,自住精装修两房 中间位置安静不吵 前后通透三个阳台,2室1厅 | 75.21平米 | 南 | 简装 | 中楼层(共6层) | 2003年建 | 板楼,3680000,48930
430,承翰陶源 三房两卫 满五唯一税费少 朝南采光好,3室2厅 | 88.58平米 | 南 | 精装 | 中楼层(共31层) | 2014年建 | 板塔结合,3080000,34771
431,满五唯一，红本在手，西乡地铁口南北通大三房！！！,3室1厅 | 100.97平米 | 西南 东北 | 精装 | 高楼层(共18层) | 2003年建 | 塔楼,5800000,57443
432,花语岸正南向3房，满五年 诚心卖，看房方便,3室2厅 | 74.02平米 | 南 | 精装 | 低楼层(共26层) | 2010年建 | 塔楼,3550000,47961
433,信义锦绣 三房 精装修 自住保养好 看花园 安静舒适,3室2厅 | 78.34平米 | 东 东北 | 精装 | 中楼层(共11层) | 2009年建 | 板塔结合,3360000,42890
434,前海大南山，优质三房，南向住家合适,3室2厅 | 84.04平米 | 南 | 精装 | 中楼层(共8层) | 1999年建 | 板塔结合,6450000,76750
435,红本在手，满五唯一，朝南环境好，适合居家,3室1厅 | 91平米 | 南 | 精装 | 高楼层(共11层) | 2005年建 | 板塔结合,4500000,49451
436,临深圳湾 格局方正 诚心出售  满五  近地铁,4室2厅 | 88.94平米 | 南 | 精装 | 低楼层(共34层) | 2013年建 | 板塔结合,11500000,129301
437,满五红本，南向高层阳台厅出，采光视野佳，诚售,3室2厅 | 81.61平米 | 南 | 精装 | 高楼层(共17层) | 2012年建 | 板塔结合,3250000,39824
438,宝安山庄89平方 3房2厅2卫 满5年 税费少,3室2厅 | 88.69平米 | 南 | 简装 | 低楼层(共5层)  | 板塔结合,3250000,36645
439,满五唯一，红本在手，精装修，高楼层，保养好,3室2厅 | 88.49平米 | 东南 | 精装 | 高楼层(共26层) | 2011年建 | 板塔结合,3160000,35711
440,深业紫麟山花园 3室1厅 445万,3室1厅 | 141.51平米 | 东南 | 毛坯 | 27层 | 2011年建 | 板楼,4450000,31447
441,实.验三楼花园中间红本一梯两户南北向,3室2厅 | 99.9平米 | 南 | 简装 | 中楼层(共7层) | 1999年建 | 板楼,3400000,34035
442,"满五唯一税少，东进发展区域,业主精装修好，急售",4室2厅 | 115.4平米 | 南 | 精装 | 低楼层(共18层) | 2008年建 | 板楼,4350000,37695
443,佳华名苑标准3房，住家舒服，通风采光好,3室1厅 | 81.69平米 | 东北 | 简装 | 中楼层(共18层) | 2012年建 | 板塔结合,7200000,88139
444,梅林 先科花园 户型方正 南向大两房,2室1厅 | 79平米 | 南 | 简装 | 中楼层(共7层) | 1997年建 | 板楼,4700000,59494
445,此房朝南看公园，卧室出阳台 税费低，精装拎包入住,2室2厅 | 82平米 | 东南 | 简装 | 低楼层(共25层) | 2007年建 | 板塔结合,5500000,67074
446,万科城 满五唯一红本在手 大四房诚心出售,4室2厅 | 123.84平米 | 南 | 精装 | 中楼层(共27层) | 2008年建 | 板塔结合,6800000,54910
447,总价低三房，高楼层景观好看高尔夫,3室1厅 | 86.98平米 | 北 | 简装 | 中楼层(共29层) | 2005年建 | 塔楼,5200000,59784
448,罗湖口岸看香港山边角单位大两房,2室1厅 | 69平米 | 东南 | 精装 | 中楼层(共33层) | 2005年建 | 板塔结合,3650000,52899
449,满五红本在手 精装三房  首付100万不到 购买居家型,3室2厅 | 87.79平米 | 东北 | 精装 | 中楼层(共25层) | 2013年建 | 塔楼,3100000,35312
450,桂芳园八期 带空中花园 朝南大三房,3室2厅 | 94.51平米 | 南 | 简装 | 低楼层(共18层) | 2006年建 | 板塔结合,4450000,47085
451,仙桐御景 2室1厅 390万,2室1厅 | 72.27平米 | 东北 | 精装 | 中楼层(共17层) | 2004年建 | 板塔结合,3900000,53965
452,房子满2年，户型方正业主诚心出售,2室2厅 | 78.74平米 | 南 | 简装 | 低楼层(共28层) | 1996年建 | 板塔结合,4280000,54357
453,招商澜园两房，业主诚心出售，随时看房，满两年,2室1厅 | 51.72平米 | 南 | 简装 | 高楼层(共25层) | 2010年建 | 板塔结合,2430000,46984
454,大运新城 绿景大公馆 满五年 欠款少 总价低 毛坯,3室2厅 | 86平米 | 东南 | 毛坯 | 中楼层(共11层) | 2010年建 | 塔楼,6000000,69768
455,韵动家园，高层南向三房，景观好视野开阔,3室1厅 | 87.91平米 | 南 | 精装 | 中楼层(共29层) | 2005年建 | 塔楼,5680000,64612
456,塘朗地铁口物业，精装四房，配套完善。,4室2厅 | 92.55平米 | 南 | 精装 | 低楼层(共47层) | 2016年建 | 塔楼,9800000,105889
457,正南向三房，看莲花山公园，免增值税，装修好,3室2厅 | 90.07平米 | 南 | 精装 | 低楼层(共27层) | 2002年建 | 塔楼,8000000,88820
458,花园中间，楼层好，采光充足，居家安静舒适,2室2厅 | 73.14平米 | 东 | 精装 | 中楼层(共11层) | 2008年建 | 板塔结合,3200000,43752
459,珠光花半里 正规三房 诚意在售 中间楼层 采光好,3室2厅 | 106.76平米 | 北 | 简装 | 中楼层(共11层) | 2007年建 | 板塔结合,7300000,68378
460,正地铁口楼上，3+1房（带阁楼），户型方正，使用率高,3室1厅 | 82.39平米 | 南 | 精装 | 高楼层(共27层) | 2012年建 | 塔楼,6800000,82535
461,前海人人乐楼上 精装修3房 看花园 安静不吵,3室2厅 | 86.13平米 | 北 | 精装 | 中楼层(共24层) | 2007年建 | 塔楼,7050000,81854
462,满五年家庭唯一，红本在手，高楼层采光好，视野好,3室2厅 | 95.84平米 | 南 | 简装 | 高楼层(共7层) | 2000年建 | 板塔结合,4450000,46432
463,水晶之城 满五唯一 红本在手 地铁口 大社区 诚售,3室2厅 | 93.11平米 | 东北 | 精装 | 中楼层(共6层) | 2005年建 | 板塔结合,3100000,33294
464,瑞景华庭，业主诚意出售，户型方正,2室1厅 | 69.47平米 | 东南 | 精装 | 中楼层(共15层) | 2002年建 | 塔楼,4900000,70535
465,中洲华府 5室1厅 1300万,5室1厅 | 168平米 | 东南 | 毛坯 | 中楼层(共31层) | 2013年建 | 板塔结合,13000000,77381
466,满五唯一户型方正 壹方城体育馆 安静不吵闹 近地铁,3室2厅 | 88.9平米 | 南 | 精装 | 高楼层(共7层) | 1996年建 | 板塔结合,4800000,53994
