No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,avg
6072,2010,9,10,23,3,NA,NA,NA,174,12,59,1009,20,NW,4.92,0,0,174
6073,2010,9,11,0,3,NA,NA,NA,170,12,59,1009,20,NW,6.71,0,0,170
6074,2010,9,11,1,3,NA,NA,NA,133,11,49,1009,22,NW,9.84,0,0,133
6075,2010,9,11,2,3,NA,NA,NA,50,12,67,1009,18,NW,12.97,0,0,50
6076,2010,9,11,3,3,NA,NA,NA,28,12,72,1009,17,NW,16.1,0,0,28
6077,2010,9,11,4,3,NA,NA,NA,18,12,72,1009,17,NW,17.89,0,0,18
6078,2010,9,11,5,3,NA,NA,NA,NA,12,77,1009,16,NE,0.89,0,0,
6079,2010,9,11,6,3,NA,NA,NA,NA,12,77,1010,16,NW,1.79,0,0,
6080,2010,9,11,7,3,NA,NA,NA,NA,13,68,1010,19,NW,4.92,0,0,
6081,2010,9,11,8,3,NA,NA,NA,NA,13,53,1010,23,NW,6.71,0,0,
6082,2010,9,11,9,3,NA,NA,NA,NA,12,44,1011,25,NW,10.73,0,0,
6083,2010,9,11,10,3,NA,NA,NA,NA,11,36,1011,27,NW,14.75,0,0,
6084,2010,9,11,11,3,NA,NA,NA,NA,11,32,1010,29,NW,18.77,0,0,
6085,2010,9,11,12,3,NA,NA,NA,NA,11,29,1010,31,NW,22.79,0,0,
6086,2010,9,11,13,3,NA,NA,NA,NA,11,29,1009,31,NW,25.92,0,0,
6087,2010,9,11,14,3,NA,NA,NA,NA,12,31,1008,31,NE,1.79,0,0,
6088,2010,9,11,15,3,NA,NA,NA,NA,12,29,1008,32,cv,0.89,0,0,
6089,2010,9,11,16,3,NA,NA,NA,NA,11,27,1008,32,SE,3.13,0,0,
6090,2010,9,11,17,3,NA,NA,NA,NA,12,31,1008,31,SE,6.26,0,0,
6091,2010,9,11,18,3,NA,NA,NA,NA,14,42,1008,28,SE,8.05,0,0,
6092,2010,9,11,19,3,NA,NA,NA,NA,13,44,1008,26,SE,11.18,0,0,
6093,2010,9,11,20,3,NA,NA,NA,NA,14,56,1009,23,SE,12.97,0,0,
6094,2010,9,11,21,3,NA,NA,NA,76,14,56,1010,23,SE,14.76,0,0,76
6095,2010,9,11,22,3,NA,NA,NA,72,16,73,1010,21,SE,15.65,0,0,72
6096,2010,9,11,23,3,NA,NA,NA,72,16,73,1010,21,cv,0.89,0,0,72
6097,2010,9,12,0,3,NA,NA,NA,207,15,77,1010,19,NE,0.89,0,0,207
6098,2010,9,12,1,3,NA,NA,NA,240,16,77,1010,20,SE,0.89,0,0,240
6099,2010,9,12,2,3,NA,NA,NA,221,15,77,1010,19,NW,0.89,0,0,221
6100,2010,9,12,3,3,NA,NA,NA,164,16,88,1010,18,NW,1.78,0,0,164
6101,2010,9,12,4,3,NA,NA,NA,98,16,88,1010,18,NW,2.67,0,0,98
6102,2010,9,12,5,3,NA,NA,NA,69,15,88,1011,17,NW,3.56,0,0,69
6103,2010,9,12,6,3,NA,NA,NA,96,15,88,1011,17,NE,0.89,0,0,96
6104,2010,9,12,7,3,NA,NA,NA,119,17,88,1012,19,NW,1.79,0,0,119
6105,2010,9,12,8,3,NA,NA,NA,110,16,68,1012,22,NW,3.58,0,0,110
6106,2010,9,12,9,3,NA,NA,NA,107,14,50,1012,25,NE,3.13,0,0,107
6107,2010,9,12,10,3,NA,NA,NA,91,14,44,1012,27,NE,4.92,0,0,91
6108,2010,9,12,11,3,NA,NA,NA,71,13,37,1012,29,NE,6.71,0,0,71
6109,2010,9,12,12,3,NA,NA,NA,69,13,33,1011,31,cv,0.89,0,0,69
6110,2010,9,12,13,3,NA,NA,NA,85,12,29,1011,32,cv,1.78,0,0,85
6111,2010,9,12,14,3,NA,NA,NA,87,12,27,1010,33,SE,1.79,0,0,87
6112,2010,9,12,15,3,NA,NA,NA,103,13,29,1009,33,SE,4.92,0,0,103
6113,2010,9,12,16,3,NA,NA,NA,115,13,29,1009,33,SE,6.71,0,0,115
6114,2010,9,12,17,3,NA,NA,NA,123,15,37,1009,31,SE,9.84,0,0,123
6115,2010,9,12,18,3,NA,NA,NA,123,16,48,1009,28,SE,11.63,0,0,123
6116,2010,9,12,19,3,NA,NA,NA,132,14,42,1009,28,SE,15.65,0,0,132
6117,2010,9,12,20,3,NA,NA,NA,120,15,53,1010,25,SE,17.44,0,0,120
6118,2010,9,12,21,3,NA,NA,NA,132,15,57,1010,24,SE,19.23,0,0,132
6119,2010,9,12,22,3,NA,NA,NA,155,16,64,1011,23,SE,21.02,0,0,155
6120,2010,9,12,23,3,NA,NA,NA,142,16,73,1011,21,NE,1.79,0,0,142
6121,2010,9,13,0,3,NA,NA,NA,155,17,82,1011,20,cv,0.89,0,0,155
6122,2010,9,13,1,3,NA,NA,NA,218,17,77,1011,21,cv,1.78,0,0,218
6123,2010,9,13,2,3,NA,NA,NA,261,17,82,1012,20,cv,2.67,0,0,261
6124,2010,9,13,3,3,NA,NA,NA,269,17,88,1012,19,NW,0.89,0,0,269
6125,2010,9,13,4,3,NA,NA,NA,206,17,88,1012,19,NW,1.78,0,0,206
6126,2010,9,13,5,3,NA,NA,NA,117,16,88,1012,18,cv,0.89,0,0,117
6127,2010,9,13,6,3,NA,NA,NA,111,16,88,1012,18,NW,1.79,0,0,111
6128,2010,9,13,7,3,NA,NA,NA,114,17,88,1013,19,NW,4.92,0,0,114
6129,2010,9,13,8,3,NA,NA,NA,120,17,68,1013,23,NW,6.71,0,0,120
6130,2010,9,13,9,3,NA,NA,NA,134,17,57,1013,26,cv,0.89,0,0,134
6131,2010,9,13,10,3,NA,NA,NA,131,17,54,1013,27,cv,1.78,0,0,131
6132,2010,9,13,11,3,NA,NA,NA,141,16,42,1013,30,cv,2.67,0,0,141
6133,2010,9,13,12,3,NA,NA,NA,141,16,42,1012,30,cv,3.56,0,0,141
6134,2010,9,13,13,3,NA,NA,NA,159,17,40,1011,32,cv,5.35,0,0,159
6135,2010,9,13,14,3,NA,NA,NA,129,16,36,1011,33,cv,7.14,0,0,129
6136,2010,9,13,15,3,NA,NA,NA,150,15,32,1010,34,SE,3.13,0,0,150
6137,2010,9,13,16,3,NA,NA,NA,124,16,36,1010,33,SE,4.92,0,0,124
6138,2010,9,13,17,3,NA,NA,NA,121,15,35,1010,32,SE,8.94,0,0,121
6139,2010,9,13,18,3,NA,NA,NA,138,15,40,1010,30,SE,12.96,0,0,138
6140,2010,9,13,19,3,NA,NA,NA,139,15,42,1010,29,SE,16.98,0,0,139
6141,2010,9,13,20,3,NA,NA,NA,180,16,50,1011,27,SE,21,0,0,180
6142,2010,9,13,21,3,NA,NA,NA,167,17,64,1012,24,SE,21.89,0,0,167
6143,2010,9,13,22,3,NA,NA,NA,191,18,73,1012,23,SE,23.68,0,0,191
6144,2010,9,13,23,3,NA,NA,NA,209,18,88,1012,20,NE,1.79,0,0,209
6145,2010,9,14,0,3,NA,NA,NA,275,18,82,1012,21,cv,0.89,0,0,275
6146,2010,9,14,1,3,NA,NA,NA,277,18,88,1013,20,cv,1.78,0,0,277
6147,2010,9,14,2,3,NA,NA,NA,310,17,88,1013,19,cv,2.67,0,0,310
6148,2010,9,14,3,3,NA,NA,NA,242,17,88,1013,19,NW,0.89,0,0,242
6149,2010,9,14,4,3,NA,NA,NA,206,17,88,1013,19,NW,2.68,0,0,206
6150,2010,9,14,5,3,NA,NA,NA,136,16,88,1013,18,NW,4.47,0,0,136
6151,2010,9,14,6,3,NA,NA,NA,166,17,93,1014,18,NW,6.26,0,0,166
6152,2010,9,14,7,3,NA,NA,NA,175,17,82,1014,20,NW,8.05,0,0,175
6153,2010,9,14,8,3,NA,NA,NA,160,18,73,1014,23,NW,11.18,0,0,160
6154,2010,9,14,9,3,NA,NA,NA,179,17,57,1014,26,NW,14.31,0,0,179
6155,2010,9,14,10,3,NA,NA,NA,182,17,51,1015,28,NW,16.1,0,0,182
6156,2010,9,14,11,3,NA,NA,NA,177,17,45,1014,30,cv,1.79,0,0,177
6157,2010,9,14,12,3,NA,NA,NA,183,17,43,1014,31,cv,3.58,0,0,183
6158,2010,9,14,13,3,NA,NA,NA,153,15,35,1013,32,SE,1.79,0,0,153
6159,2010,9,14,14,3,NA,NA,NA,128,15,33,1012,33,SE,3.58,0,0,128
6160,2010,9,14,15,3,NA,NA,NA,165,14,33,1012,32,SE,5.37,0,0,165
6161,2010,9,14,16,3,NA,NA,NA,166,13,31,1012,32,SE,9.39,0,0,166
6162,2010,9,14,17,3,NA,NA,NA,152,15,37,1012,31,SE,12.52,0,0,152
6163,2010,9,14,18,3,NA,NA,NA,169,16,45,1012,29,SE,14.31,0,0,169
6164,2010,9,14,19,3,NA,NA,NA,212,17,57,1012,26,SE,15.2,0,0,212
6165,2010,9,14,20,3,NA,NA,NA,225,18,69,1012,24,SE,16.99,0,0,225
6166,2010,9,14,21,3,NA,NA,NA,227,18,73,1013,23,SE,18.78,0,0,227
6167,2010,9,14,22,3,NA,NA,NA,225,18,78,1013,22,SE,19.67,0,0,225
6168,2010,9,14,23,3,NA,NA,NA,321,19,83,1013,22,cv,0.89,0,0,321
6169,2010,9,15,0,3,NA,NA,NA,358,19,83,1013,22,SE,0.89,0,0,358
6170,2010,9,15,1,3,NA,NA,NA,360,19,88,1013,21,cv,0.89,0,0,360
6171,2010,9,15,2,3,NA,NA,NA,411,19,88,1012,21,SE,0.89,0,0,411
6172,2010,9,15,3,3,NA,NA,NA,374,18,82,1012,21,NE,0.89,0,0,374
6173,2010,9,15,4,3,NA,NA,NA,414,18,82,1012,21,NE,1.78,0,0,414
6174,2010,9,15,5,3,NA,NA,NA,349,18,88,1012,20,cv,0.89,0,0,349
6175,2010,9,15,6,3,NA,NA,NA,298,18,88,1013,20,cv,1.34,0,0,298
6176,2010,9,15,7,3,NA,NA,NA,334,18,88,1013,20,cv,2.23,0,0,334
6177,2010,9,15,8,3,NA,NA,NA,333,19,83,1013,22,cv,3.12,0,0,333
6178,2010,9,15,9,3,NA,NA,NA,455,20,78,1013,24,cv,4.01,0,0,455
6179,2010,9,15,10,3,NA,NA,NA,440,20,69,1013,26,SE,1.79,0,0,440
6180,2010,9,15,11,3,NA,NA,NA,313,20,65,1012,27,SE,3.58,0,0,313
6181,2010,9,15,12,3,NA,NA,NA,215,20,58,1011,29,SE,7.6,0,0,215
6182,2010,9,15,13,3,NA,NA,NA,190,19,51,1010,30,SE,13.41,0,0,190
6183,2010,9,15,14,3,NA,NA,NA,236,19,51,1010,30,SE,18.33,0,0,236
6184,2010,9,15,15,3,NA,NA,NA,187,19,51,1009,30,SE,23.25,0,0,187
6185,2010,9,15,16,3,NA,NA,NA,211,19,54,1009,29,SE,29.06,0,0,211
6186,2010,9,15,17,3,NA,NA,NA,196,19,54,1009,29,SE,33.98,0,0,196
6187,2010,9,15,18,3,NA,NA,NA,240,19,58,1009,28,SE,38,0,0,240
6188,2010,9,15,19,3,NA,NA,NA,281,20,65,1010,27,SE,41.13,0,0,281
6189,2010,9,15,20,3,NA,NA,NA,297,21,73,1010,26,SE,42.92,0,0,297
6190,2010,9,15,21,3,NA,NA,NA,293,21,78,1010,25,SE,46.05,0,0,293
6191,2010,9,15,22,3,NA,NA,NA,254,21,73,1010,26,SE,50.07,0,0,254
6192,2010,9,15,23,3,NA,NA,NA,203,21,69,1010,27,SE,54.09,0,0,203
6193,2010,9,16,0,3,NA,NA,NA,186,21,73,1010,26,SE,55.88,0,0,186
6194,2010,9,16,1,3,NA,NA,NA,205,21,78,1010,25,SE,59.01,0,0,205
6195,2010,9,16,2,3,NA,NA,NA,200,21,83,1010,24,SE,60.8,0,0,200
6196,2010,9,16,3,3,NA,NA,NA,181,21,83,1010,24,SE,62.59,0,0,181
6197,2010,9,16,4,3,NA,NA,NA,176,21,83,1010,24,SE,64.38,0,0,176
6198,2010,9,16,5,3,NA,NA,NA,188,21,83,1010,24,SE,66.17,0,0,188
6199,2010,9,16,6,3,NA,NA,NA,181,21,88,1010,23,SE,67.96,0,0,181
6200,2010,9,16,7,3,NA,NA,NA,219,21,88,1011,23,SE,68.85,0,0,219
6201,2010,9,16,8,3,NA,NA,NA,226,21,83,1011,24,SE,70.64,0,0,226
6202,2010,9,16,9,3,NA,NA,NA,238,21,83,1011,24,SE,72.43,0,0,238
6203,2010,9,16,10,3,NA,NA,NA,247,20,78,1012,24,SE,74.22,0,0,247
6204,2010,9,16,11,3,NA,NA,NA,225,20,73,1011,25,SE,77.35,0,0,225
6205,2010,9,16,12,3,NA,NA,NA,244,20,73,1011,25,SE,79.14,0,0,244
6206,2010,9,16,13,3,NA,NA,NA,199,20,73,1011,25,SE,82.27,0,0,199
6207,2010,9,16,14,3,NA,NA,NA,157,20,73,1010,25,SE,84.06,0,0,157
6208,2010,9,16,15,3,NA,NA,NA,194,20,73,1010,25,SE,85.85,0,0,194
6209,2010,9,16,16,3,NA,NA,NA,262,20,73,1009,25,SE,88.98,0,0,262
6210,2010,9,16,17,3,NA,NA,NA,224,19,73,1009,24,SE,93,1.8,1.8,224
6211,2010,9,16,18,3,NA,NA,NA,174,19,88,1010,21,SE,97.02,0.7,2.5,174
6212,2010,9,16,19,3,NA,NA,NA,170,18,82,1010,21,SE,102.83,0,0,170
6213,2010,9,16,20,3,NA,NA,NA,153,18,82,1011,21,SE,108.64,0.5,0.5,153
6214,2010,9,16,21,3,NA,NA,NA,104,18,88,1011,20,SE,115.79,0.4,0.9,104
6215,2010,9,16,22,3,NA,NA,NA,136,18,88,1011,20,SE,119.81,0,0,136
6216,2010,9,16,23,3,NA,NA,NA,117,17,82,1010,20,SE,124.73,1,1,117
6217,2010,9,17,0,3,NA,NA,NA,94,17,88,1010,19,SE,129.65,0.2,1.2,94
6218,2010,9,17,1,3,NA,NA,NA,112,17,93,1010,18,SE,132.78,0.5,1.7,112
6219,2010,9,17,2,3,NA,NA,NA,71,16,88,1010,18,SE,137.7,0.8,2.5,71
6220,2010,9,17,3,3,NA,NA,NA,89,16,88,1010,18,SE,139.49,0.6,3.1,89
6221,2010,9,17,4,3,NA,NA,NA,84,16,93,1010,17,SE,142.62,0.7,3.8,84
6222,2010,9,17,5,3,NA,NA,NA,70,15,88,1010,17,SE,144.41,1,4.8,70
6223,2010,9,17,6,3,NA,NA,NA,61,16,93,1011,17,NE,1.79,0.8,5.6,61
6224,2010,9,17,7,3,NA,NA,NA,53,16,93,1011,17,cv,0.89,0.6,6.2,53
6225,2010,9,17,8,3,NA,NA,NA,34,16,88,1012,18,SE,1.79,0.4,6.6,34
6226,2010,9,17,9,3,NA,NA,NA,26,17,93,1012,18,cv,0.89,0.5,7.1,26
6227,2010,9,17,10,3,NA,NA,NA,43,16,93,1013,17,NE,3.13,0.9,8,43
6228,2010,9,17,11,3,NA,NA,NA,21,15,93,1013,16,NE,6.26,0.6,8.6,21
6229,2010,9,17,12,3,NA,NA,NA,13,15,93,1013,16,NE,9.39,0.6,9.2,13
6230,2010,9,17,13,3,NA,NA,NA,24,14,87,1013,16,NE,12.52,1,10.2,24
6231,2010,9,17,14,3,NA,NA,NA,33,14,93,1013,15,NE,16.54,0.3,10.5,33
6232,2010,9,17,15,3,NA,NA,NA,9,14,93,1013,15,NE,19.67,0.3,10.8,9
6233,2010,9,17,16,3,NA,NA,NA,26,14,93,1014,15,NE,21.46,0.4,11.2,26
6234,2010,9,17,17,3,NA,NA,NA,30,13,87,1014,15,SE,1.79,0.3,11.5,30
6235,2010,9,17,18,3,NA,NA,NA,14,13,93,1014,14,NE,1.79,0.7,12.2,14
6236,2010,9,17,19,3,NA,NA,NA,12,13,93,1014,14,cv,0.89,0.2,12.4,12
6237,2010,9,17,20,3,NA,NA,NA,8,13,93,1015,14,cv,1.78,0.2,12.6,8
6238,2010,9,17,21,3,NA,NA,NA,6,13,93,1015,14,NE,0.89,0.8,13.4,6
6239,2010,9,17,22,3,NA,NA,NA,31,13,93,1015,14,NE,2.68,0.3,13.7,31
6240,2010,9,17,23,3,NA,NA,NA,26,12,87,1015,14,NE,4.47,0.1,13.8,26
6241,2010,9,18,0,3,NA,NA,NA,20,12,87,1015,14,NE,7.6,0.1,13.9,20
6242,2010,9,18,1,3,NA,NA,NA,19,12,87,1015,14,NE,9.39,2.3,16.2,19
6243,2010,9,18,2,3,NA,NA,NA,16,12,87,1014,14,cv,0.89,0.2,16.4,16
6244,2010,9,18,3,3,NA,NA,NA,17,12,87,1014,14,cv,1.34,2,18.4,17
6245,2010,9,18,4,3,NA,NA,NA,14,12,93,1014,13,NW,1.79,3.4,21.8,14
6246,2010,9,18,5,3,NA,NA,NA,12,12,93,1014,13,NE,1.79,3.9,25.7,12
6247,2010,9,18,6,3,NA,NA,NA,5,12,93,1014,13,NE,3.58,5,30.7,5
6248,2010,9,18,7,3,NA,NA,NA,20,12,93,1015,13,NE,5.37,0.3,31,20
6249,2010,9,18,8,3,NA,NA,NA,5,12,93,1015,13,NE,8.5,0.1,31.1,5
6250,2010,9,18,9,3,NA,NA,NA,20,12,87,1015,14,NE,11.63,0,0,20
6251,2010,9,18,10,3,NA,NA,NA,23,12,87,1016,14,NE,14.76,0.6,0.6,23
6252,2010,9,18,11,3,NA,NA,NA,33,12,87,1015,14,NW,3.13,0.9,1.5,33
6253,2010,9,18,12,3,NA,NA,NA,21,13,87,1015,15,NE,4.02,0,0,21
6254,2010,9,18,13,3,NA,NA,NA,3,13,82,1015,16,NW,1.79,0,0,3
6255,2010,9,18,14,3,NA,NA,NA,6,13,77,1014,17,NE,1.79,0,0,6
6256,2010,9,18,15,3,NA,NA,NA,27,13,72,1014,18,SE,1.79,0,0,27
6257,2010,9,18,16,3,NA,NA,NA,23,14,72,1014,19,SE,4.92,0,0,23
6258,2010,9,18,17,3,NA,NA,NA,35,14,77,1014,18,SE,8.05,0,0,35
6259,2010,9,18,18,3,NA,NA,NA,48,13,77,1014,17,SE,11.18,0,0,48
6260,2010,9,18,19,3,NA,NA,NA,54,13,82,1015,16,cv,0.89,0,0,54
6261,2010,9,18,20,3,NA,NA,NA,44,13,82,1015,16,cv,1.78,0,0,44
6262,2010,9,18,21,3,NA,NA,NA,44,14,93,1016,15,SE,1.79,0,0,44
6263,2010,9,18,22,3,NA,NA,NA,24,14,87,1015,16,SE,4.92,0,0,24
6264,2010,9,18,23,3,NA,NA,NA,34,14,87,1016,16,SE,6.71,0,0,34
6265,2010,9,19,0,3,NA,NA,NA,45,14,87,1015,16,SE,8.5,0,0,45
6266,2010,9,19,1,3,NA,NA,NA,54,14,93,1015,15,NE,1.79,0,0,54
6267,2010,9,19,2,3,NA,NA,NA,55,14,93,1015,15,NE,2.68,0,0,55
6268,2010,9,19,3,3,NA,NA,NA,55,14,93,1014,15,SE,0.89,0,0,55
6269,2010,9,19,4,3,NA,NA,NA,55,13,87,1014,15,NE,1.79,0,0,55
6270,2010,9,19,5,3,NA,NA,NA,55,14,93,1014,15,NW,1.79,0,0,55
6271,2010,9,19,6,3,NA,NA,NA,84,14,93,1014,15,NW,3.58,0,0,84
6272,2010,9,19,7,3,NA,NA,NA,106,15,93,1014,16,NW,5.37,0,0,106
6273,2010,9,19,8,3,NA,NA,NA,73,15,88,1014,17,NW,8.5,0,0,73
6274,2010,9,19,9,3,NA,NA,NA,87,15,77,1015,19,NW,10.29,0,0,87
6275,2010,9,19,10,3,NA,NA,NA,118,15,72,1015,20,NW,12.08,0,0,118
6276,2010,9,19,11,3,NA,NA,NA,138,15,72,1014,20,cv,0.89,0,0,138
6277,2010,9,19,12,3,NA,NA,NA,118,15,68,1014,21,NW,1.79,0,0,118
6278,2010,9,19,13,3,NA,NA,NA,79,14,53,1012,24,cv,1.79,0,0,79
6279,2010,9,19,14,3,NA,NA,NA,70,13,47,1012,25,SE,3.13,0,0,70
6280,2010,9,19,15,3,NA,NA,NA,49,13,50,1011,24,SE,4.92,0,0,49
6281,2010,9,19,16,3,NA,NA,NA,37,13,50,1011,24,SE,8.05,0,0,37
6282,2010,9,19,17,3,NA,NA,NA,47,13,53,1011,23,SE,12.07,0,0,47
6283,2010,9,19,18,3,NA,NA,NA,NA,12,53,1010,22,SE,15.2,0,0,
6284,2010,9,19,19,3,NA,NA,NA,NA,12,53,1011,22,SE,16.99,0,0,
6285,2010,9,19,20,3,NA,NA,NA,NA,14,68,1011,20,cv,0.89,0,0,
6286,2010,9,19,21,3,NA,NA,NA,NA,14,68,1011,20,cv,1.78,0,0,
6287,2010,9,19,22,3,NA,NA,NA,NA,15,82,1011,18,cv,2.67,0,0,
6288,2010,9,19,23,3,NA,NA,NA,84,15,72,1011,20,SE,1.79,0,0,84
6289,2010,9,20,0,3,NA,NA,NA,91,15,82,1011,18,SE,3.58,0,0,91
6290,2010,9,20,1,3,NA,NA,NA,82,15,88,1011,17,SE,4.47,0,0,82
6291,2010,9,20,2,3,NA,NA,NA,76,16,93,1011,17,SE,5.36,0,0,76
6292,2010,9,20,3,3,NA,NA,NA,129,15,88,1011,17,NW,1.79,0,0,129
6293,2010,9,20,4,3,NA,NA,NA,147,15,88,1011,17,cv,0.89,0,0,147
6294,2010,9,20,5,3,NA,NA,NA,115,15,88,1011,17,cv,1.78,0,0,115
6295,2010,9,20,6,3,NA,NA,NA,121,15,93,1011,16,NE,0.89,0,0,121
6296,2010,9,20,7,3,NA,NA,NA,109,15,88,1012,17,NW,1.79,0,0,109
6297,2010,9,20,8,3,NA,NA,NA,99,15,82,1012,18,NW,3.58,0,0,99
6298,2010,9,20,9,3,NA,NA,NA,121,15,77,1013,19,NW,5.37,0,0,121
6299,2010,9,20,10,3,NA,NA,NA,119,15,77,1013,19,NW,7.16,0,0,119
6300,2010,9,20,11,3,NA,NA,NA,124,15,77,1013,19,NW,8.95,0.2,0.2,124
6301,2010,9,20,12,3,NA,NA,NA,143,15,77,1013,19,NW,10.74,0,0,143
6302,2010,9,20,13,3,NA,NA,NA,128,15,77,1012,19,NW,13.87,0,0,128
6303,2010,9,20,14,3,NA,NA,NA,106,15,77,1012,19,NE,1.79,0,0,106
6304,2010,9,20,15,3,NA,NA,NA,101,15,77,1012,19,NW,3.13,0,0,101
6305,2010,9,20,16,3,NA,NA,NA,57,16,82,1012,19,NE,4.92,0,0,57
6306,2010,9,20,17,3,NA,NA,NA,48,15,82,1012,18,NE,8.05,0,0,48
6307,2010,9,20,18,3,NA,NA,NA,34,15,82,1013,18,NE,12.07,0.6,0.6,34
6308,2010,9,20,19,3,NA,NA,NA,35,15,88,1013,17,NE,13.86,1,1.6,35
6309,2010,9,20,20,3,NA,NA,NA,52,15,88,1014,17,NE,15.65,1.9,3.5,52
6310,2010,9,20,21,3,NA,NA,NA,56,15,93,1015,16,NE,18.78,1.5,5,56
6311,2010,9,20,22,3,NA,NA,NA,49,15,93,1014,16,NE,22.8,0.4,5.4,49
6312,2010,9,20,23,3,NA,NA,NA,28,15,93,1014,16,NE,25.93,0.5,5.9,28
6313,2010,9,21,0,3,NA,NA,NA,20,15,93,1015,16,NE,29.06,2.7,8.6,20
6314,2010,9,21,1,3,NA,NA,NA,11,14,93,1014,15,NE,34.87,5.1,13.7,11
6315,2010,9,21,2,3,NA,NA,NA,1,13,87,1015,15,NE,42.92,2.7,16.4,1
6316,2010,9,21,3,3,NA,NA,NA,4,13,93,1015,14,NE,48.73,3.4,19.8,4
6317,2010,9,21,4,3,NA,NA,NA,NA,12,93,1016,13,NE,55.88,1.6,21.4,
6318,2010,9,21,5,3,NA,NA,NA,NA,11,87,1018,13,NE,61.69,1.5,22.9,
6319,2010,9,21,6,3,NA,NA,NA,NA,11,87,1018,13,NE,67.5,0.8,23.7,
6320,2010,9,21,7,3,NA,NA,NA,NA,11,87,1020,13,NW,4.02,0.1,23.8,
6321,2010,9,21,8,3,NA,NA,NA,NA,11,87,1020,13,NE,3.13,0,0,
6322,2010,9,21,9,3,NA,NA,NA,NA,11,82,1021,14,NW,1.79,0.1,0.1,
6323,2010,9,21,10,3,NA,NA,NA,NA,10,76,1022,14,NE,3.13,0.2,0.3,
6324,2010,9,21,11,3,NA,NA,NA,NA,11,82,1023,14,NW,4.02,0.6,0.9,
6325,2010,9,21,12,3,NA,NA,NA,NA,11,87,1023,13,NW,8.04,0.2,1.1,
6326,2010,9,21,13,3,NA,NA,NA,NA,11,76,1023,15,NE,3.13,0,0,
6327,2010,9,21,14,3,NA,NA,NA,NA,10,63,1022,17,NE,6.26,0,0,
6328,2010,9,21,15,3,NA,NA,NA,NA,10,59,1022,18,NE,9.39,0,0,
6329,2010,9,21,16,3,NA,NA,NA,NA,10,63,1022,17,SE,3.13,0,0,
6330,2010,9,21,17,3,NA,NA,NA,NA,10,63,1023,17,cv,0.45,0,0,
6331,2010,9,21,18,3,NA,NA,NA,NA,10,63,1023,17,SE,3.13,0,0,
6332,2010,9,21,19,3,NA,NA,NA,NA,10,67,1023,16,SE,4.92,0,0,
6333,2010,9,21,20,3,NA,NA,NA,NA,10,67,1024,16,SE,8.05,0,0,
6334,2010,9,21,21,3,NA,NA,NA,NA,11,76,1024,15,NW,1.79,0,0,
6335,2010,9,21,22,3,NA,NA,NA,NA,11,87,1025,13,NE,0.89,0,0,
6336,2010,9,21,23,3,NA,NA,NA,NA,11,82,1025,14,NW,3.13,0,0,
6337,2010,9,22,0,3,NA,NA,NA,NA,11,87,1025,13,NW,6.26,0,0,
6338,2010,9,22,1,3,NA,NA,NA,NA,9,93,1025,10,NW,8.05,0,0,
6339,2010,9,22,2,3,NA,NA,NA,NA,10,93,1025,11,NW,9.84,0,0,
6340,2010,9,22,3,3,NA,NA,NA,NA,8,93,1025,9,NW,12.97,0,0,
6341,2010,9,22,4,3,NA,NA,NA,NA,6,87,1025,8,NW,16.1,0,0,
6342,2010,9,22,5,3,NA,NA,NA,NA,7,93,1025,8,NW,17.89,0,0,
6343,2010,9,22,6,3,NA,NA,NA,NA,6,93,1026,7,NW,18.78,0,0,
6344,2010,9,22,7,3,NA,NA,NA,NA,8,87,1026,10,NE,0.89,0,0,
6345,2010,9,22,8,3,NA,NA,NA,NA,5,54,1026,14,NE,2.68,0,0,
6346,2010,9,22,9,3,NA,NA,NA,NA,2,38,1026,16,NW,1.79,0,0,
6347,2010,9,22,10,3,NA,NA,NA,NA,3,36,1026,18,NE,1.79,0,0,
6348,2010,9,22,11,3,NA,NA,NA,NA,-2,24,1025,19,NW,5.81,0,0,
6349,2010,9,22,12,3,NA,NA,NA,NA,-2,22,1024,20,NW,9.83,0,0,
6350,2010,9,22,13,3,NA,NA,NA,NA,-3,19,1023,21,NW,13.85,0,0,
6351,2010,9,22,14,3,NA,NA,NA,NA,-3,18,1021,22,NW,18.77,0,0,
6352,2010,9,22,15,3,NA,NA,NA,NA,-3,18,1020,22,SE,4.92,0,0,
6353,2010,9,22,16,3,NA,NA,NA,NA,-3,18,1020,22,NW,4.02,0,0,
6354,2010,9,22,17,3,NA,NA,NA,NA,0,23,1019,22,SE,4.92,0,0,
6355,2010,9,22,18,3,NA,NA,NA,NA,1,29,1019,19,SE,8.94,0,0,
6356,2010,9,22,19,3,NA,NA,NA,NA,3,39,1020,17,SE,12.96,0,0,
6357,2010,9,22,20,3,NA,NA,NA,NA,5,47,1020,16,SE,16.09,0,0,
6358,2010,9,22,21,3,NA,NA,NA,NA,4,41,1020,17,SE,20.11,0,0,
6359,2010,9,22,22,3,NA,NA,NA,NA,7,66,1020,13,cv,0.89,0,0,
6360,2010,9,22,23,3,NA,NA,NA,NA,8,81,1020,11,SE,0.89,0,0,
6361,2010,9,23,0,3,NA,NA,NA,NA,8,87,1020,10,cv,0.89,0,0,
6362,2010,9,23,1,3,NA,NA,NA,NA,7,87,1020,9,NW,1.79,0,0,
