,0,1,2
770,57233310643,['1829.00'],3300+
771,42703965414,['1048.00'],3400+
772,100008029350,['359.00'],3400+
773,51418913994,['1429.00'],3500+
774,100010313940,['3998.00'],4000+
775,59187674152,['159.00'],3300+
776,47229662412,['818.00'],3300+
777,56259825521,['1399.00'],3800+
778,27333296017,['188.00'],3300+
779,54348641684,['839.00'],3300+
780,57154328717,['1188.00'],3300+
781,100010658548,['3999.00'],5100+
782,53624294777,['739.00'],3200+
783,50909869801,['1279.00'],3200+
784,25262582768,['1598.00'],3200+
785,17213821693,['2898.00'],3200+
786,60604050392,['4599.00'],3200+
787,54581709291,['1699.00'],3300+
788,43120394667,['499.00'],3400+
789,51153248867,['1099.00'],3200+
790,49409355177,['598.00'],3200+
791,100008840648,['499.00'],3400+
792,45613346122,['1099.00'],3200+
793,100010984578,['899.00'],4000+
794,54836532284,['5499.00'],3200+
795,39880805665,['1768.00'],3200+
796,48155000273,['2499.00'],3200+
797,49205922984,['2499.00'],3200+
798,49817724088,['89.00'],3100+
799,57234019309,['3688.00'],3100+
800,57698864721,['1799.00'],3300+
801,60494908149,['6899.00'],3100+
802,57167547180,['4299.00'],3100+
803,27293987180,['228.00'],3100+
804,55742041624,['799.80'],3300+
805,57042493047,['2899.00'],3100+
806,45034043172,['2499.80'],3100+
807,56728753310,['6399.00'],3100+
808,36794321811,['279.00'],3100+
809,34187327017,['259.00'],3000+
810,100005716579,['1598.00'],3000+
811,35163632957,['269.00'],3000+
812,32853824570,['5899.00'],3000+
813,54838718705,['2499.00'],3000+
814,54040598861,['2569.00'],3000+
815,27792577801,['158.00'],3000+
816,100006837812,['299.00'],3100+
817,53197665011,['798.00'],3000+
818,44268657049,['1198.00'],3000+
819,49545848685,['428.00'],3000+
820,26054203294,['199.00'],3000+
821,56700825780,['5695.00'],3000+
822,56596153740,['888.00'],3000+
823,50123283191,['2499.00'],3000+
824,55668782974,['9499.00'],3000+
825,62318783698,['458.00'],2900+
826,59839719687,['7899.00'],3300+
827,57200281606,['9458.00'],2900+
828,100009223010,['999.00'],3100+
829,43735560546,['768.00'],2900+
830,33268359659,['1029.00'],2900+
831,59948209385,['1999.00'],2900+
832,17164475384,['159.00'],2900+
833,40348393195,['1938.00'],2900+
834,37297332991,['1199.00'],2900+
835,54919798668,['299.00'],2900+
836,100010949258,['859.00'],2900+
837,39213484960,['848.00'],2900+
838,43106520197,['399.00'],2900+
839,56744486326,['10198.00'],2900+
840,43197706698,['559.00'],2900+
841,53150272883,['1299.00'],2800+
842,11658167482,['198.00'],2800+
843,100006126558,['299.00'],2900+
844,51301733179,['519.00'],2900+
845,25951500014,['5848.00'],2800+
846,40359329681,['1949.00'],2800+
847,62926028485,['488.00'],3200+
848,30125682245,['168.00'],2800+
849,21383233724,['99.00'],2800+
850,60731279513,['79.00'],2800+
851,60009739181,['9988.00'],2800+
852,61215906346,['9560.00'],2800+
853,43545106157,['1549.00'],2800+
854,53148034498,['1109.00'],2900+
855,27182532335,['268.00'],2800+
856,55734067752,['599.00'],2800+
857,43687555521,['869.00'],2800+
858,30648617671,['129.00'],2700+
859,57152752835,['10598.00'],2700+
860,43294755211,['1169.00'],2800+
861,35084806675,['1839.00'],2700+
862,29679367162,['429.00'],2800+
863,47297464961,['5299.00'],2700+
864,56608787815,['1249.00'],2800+
865,41006776524,['1239.00'],2800+
866,61657213140,['159.00'],2700+
867,38457012329,['1199.00'],2700+
868,40989981676,['1008.00'],2700+
869,44432266907,['699.00'],2700+
870,39869037975,['1899.00'],2700+
871,26852496169,['599.00'],2700+
872,44972125522,['399.00'],2700+
873,45232886174,['999.00'],2700+
874,40328805771,['1278.00'],2700+
875,55755402559,['238.00'],2700+
876,100005297504,['338.00'],2700+
877,56491266015,['1888.00'],2700+
878,43687108646,['1699.00'],2700+
879,49899789021,['1499.00'],2600+
880,34487395412,['4468.00'],2700+
881,100010949262,['749.00'],2700+
882,61011872990,['10399.00'],2600+
883,57513336677,['2999.00'],2800+
884,41758057094,['2428.00'],2700+
885,59634478636,['1199.00'],3300+
886,53020072198,['499.00'],2600+
887,56764276517,['5799.00'],2600+
888,42475014018,['1198.00'],2600+
889,59533232427,['7899.00'],2700+
890,100001768473,['159.00'],2600+
891,34553907668,['1179.00'],2600+
892,26433048383,['978.00'],2600+
893,60610780624,['1088.00'],2700+
894,34882351761,['1038.00'],2600+
895,34238393348,['358.00'],2600+
896,56650719237,['10159.00'],2600+
897,47008798668,['599.00'],2600+
898,37088475772,['98.00'],2600+
899,59741239006,['6599.00'],2600+
900,49817247692,['1788.00'],2600+
901,100007318480,['569.00'],2600+
902,44105336581,['1199.00'],2600+
903,100010845910,['749.00'],2600+
904,54069096393,['89.00'],2500+
905,100005427837,['15999.00'],2600+
906,11392040004,['699.00'],2500+
907,34183192742,['945.00'],2500+
908,57150995668,['8109.00'],2600+
909,45185781314,['998.00'],2500+
910,57283672107,['999.00'],2600+
911,28421633757,['416.00'],2500+
912,32399563824,['999.00'],2500+
913,34557703533,['1149.00'],2500+
914,30961955351,['2899.00'],2500+
915,47108621797,['558.00'],2500+
916,100009220638,['474.00'],2500+
917,39893740710,['2799.00'],2500+
918,52541881775,['699.00'],2500+
919,63280366208,['798.00'],2400+
920,49286845422,['3688.00'],2500+
921,45949557744,['999.00'],2500+
922,57007755712,['2279.00'],2500+
923,44244982674,['2499.00'],2400+
924,46229557286,['758.00'],2500+
925,62795370894,['7488.00'],2400+
926,46998625658,['1499.00'],2400+
927,57263602408,['6299.00'],2600+
928,17870127442,['849.00'],2400+
929,59118510412,['695.00'],2700+
930,45570223682,['999.00'],2400+
931,47300258791,['1299.00'],2400+
932,32402187368,['1699.00'],2400+
933,52349464690,['2009.00'],2500+
934,56977294192,['5399.00'],3200+
935,12275684149,['1266.00'],2400+
936,56230858715,['948.00'],2400+
937,52391414373,['2499.00'],2400+
938,63812122881,['729.00'],2400+
939,44021236111,['2538.00'],2400+
940,100007933098,['159.00'],2400+
941,62873938385,['1699.00'],2300+
942,100006564950,['99.00'],2400+
943,59724611000,['4999.00'],2500+
944,25094024652,['279.00'],2300+
945,53202927037,['89.00'],2400+
946,45758128095,['999.00'],2300+
947,100004433111,['139.00'],2300+
948,41943630973,['599.00'],2300+
949,53555007134,['584.00'],2400+
950,100003255627,['199.00'],1.2万+
951,34310416629,['5988.00'],2300+
952,100008713454,['663.00'],2400+
953,49919351279,['2499.00'],2300+
954,55236806607,['2999.00'],2300+
955,29590230535,['1499.00'],2300+
956,35669769421,['2688.00'],2300+
957,47749404691,['4299.00'],2300+
958,48267517940,['2499.00'],2300+
959,10734693239,['159.00'],2300+
960,30938386316,['3499.00'],2300+
961,34416871668,['3299.00'],2300+
962,25647126506,['99.00'],2300+
963,34304240217,['2588.00'],2400+
964,43697755491,['3699.00'],2300+
965,43071641472,['1198.00'],2500+
966,47766223925,['2499.00'],2400+
967,56167534176,['5799.00'],2300+
968,28744633984,['579.00'],2200+
969,55742826615,['1488.00'],2300+
970,42223457453,['1058.00'],2300+
971,48676863457,['2199.00'],2300+
972,57002769173,['109.00'],2200+
973,64021069038,['158.00'],2200+
974,17214983886,['749.00'],2200+
975,49953625615,['399.00'],2200+
976,56765001548,['1398.00'],2300+
977,29313713229,['1789.00'],2200+
978,39997965063,['799.00'],2200+
979,38270426286,['198.00'],2200+
980,48232415386,['899.00'],2200+
981,59476246219,['1049.00'],2200+
982,59178925299,['598.00'],2300+
983,36332771140,['2699.00'],2200+
984,100007617014,['169.00'],2200+
985,59099456522,['748.00'],2300+
986,30387210515,['98.00'],2200+
987,53124315998,['458.00'],2200+
988,56085268916,['3999.00'],2200+
989,62315853674,['4999.00'],2300+
990,22863849845,['929.00'],2200+
991,11931886896,['259.00'],2100+
992,27033109672,['599.00'],2100+
993,48131248097,['3499.00'],2100+
994,15823967944,['158.00'],2100+
995,34658742005,['4099.00'],2100+
996,30964380963,['218.00'],2100+
997,100005442205,['1098.00'],2200+
998,47767508311,['2518.00'],2200+
999,55370155044,['10089.00'],2200+
1000,48930472913,['2199.00'],2100+
1001,100005510773,['299.00'],2200+
1002,38270963687,['1349.00'],2100+
1003,62555162324,['1789.00'],2100+
1004,100008779460,['2509.00'],2200+
1005,57345701731,['9718.00'],2100+
1006,55079556871,['729.00'],2100+
1007,28804482143,['439.00'],2100+
1008,53652236003,['3499.00'],2100+
1009,43558108836,['748.00'],2100+
1010,25540408288,['7299.00'],2100+
1011,100007643858,['399.00'],2100+
1012,40150143364,['859.00'],2100+
1013,39875406701,['2099.00'],2100+
1014,55229699333,['2999.00'],2100+
1015,57709547414,['1799.00'],2200+
1016,10541822962,['199.00'],2100+
1017,34669384976,['2699.00'],2100+
1018,60766276782,['1159.00'],2100+
1019,50556878408,['949.00'],2100+
1020,38577033305,['7780.00'],2000+
1021,32455556357,['479.00'],2000+
1022,46089089241,['1499.00'],2000+
1023,32446904653,['189.00'],2000+
1024,100007299942,['369.00'],2100+
1025,51516930074,['1158.00'],2300+
1026,42304136853,['5248.00'],2000+
1027,64054883965,['2688.00'],2000+
1028,53611100029,['1099.00'],2000+
1029,100000481309,['12298.00'],2000+
1030,27858026580,['129.00'],2000+
1031,43359000477,['1199.00'],2100+
1032,43886593929,['558.00'],2000+
1033,23770360458,['1129.00'],2000+
1034,60972281492,['6899.00'],2000+
1035,46414727586,['319.00'],2000+
1036,31560471246,['1099.00'],2000+
1037,100003487507,['168.00'],2000+
1038,47176249708,['999.00'],2000+
1039,62059994373,['799.00'],2100+
1040,56917101363,['10138.00'],2000+
1041,57273577148,['799.00'],2100+
1042,35679998526,['99.00'],2000+
1043,28403333578,['1218.00'],2000+
1044,54289421334,['338.00'],2000+
1045,42337242799,['428.00'],1900+
1046,53919329985,['118.00'],900+
1047,57344827965,['5238.00'],2600+
1048,47256391026,['4488.00'],1900+
1049,49985436446,['2499.00'],2000+
1050,15386135429,['12999.00'],1900+
1051,56871672515,['399.00'],1900+
1052,23406857550,['69.00'],1900+
1053,100000469456,['12298.00'],1900+
1054,38334569579,['1258.00'],1900+
1055,100006841262,['4999.00'],1900+
1056,55672277122,['2699.00'],1900+
1057,40049427233,['1699.00'],1900+
1058,53295211658,['495.00'],1900+
1059,37314500684,['848.00'],1900+
1060,57256736322,['5688.00'],1900+
1061,56593650788,['279.00'],1800+
1062,19898566672,['179.00'],1800+
1063,44290933689,['3688.00'],1900+
1064,42411805093,['148.00'],1800+
1065,27693449269,['129.90'],1800+
1066,100006074437,['999.00'],1900+
1067,12693782954,['1499.00'],1800+
1068,34414167689,['1499.00'],1800+
1069,49252910999,['1399.00'],2000+
1070,19686606084,['139.00'],1800+
1071,57243266535,['1799.00'],1900+
1072,49176466717,['699.00'],1800+
1073,33836999940,['838.00'],1800+
1074,100007617012,['169.00'],1900+
1075,47955042573,['936.00'],1800+
1076,45165264453,['739.00'],1900+
1077,57142038303,['5799.00'],1800+
1078,34657968912,['3199.00'],1900+
1079,43091793142,['198.00'],1900+
1080,51229572951,['198.00'],1800+
1081,57139044966,['1249.00'],1800+
1082,42288741916,['1229.00'],1800+
1083,13034750901,['259.00'],1800+
1084,57346338226,['10459.00'],2000+
1085,34209406246,['1819.00'],1800+
1086,60149348959,['299.00'],1800+
1087,60587942895,['1298.00'],1800+
1088,28209064806,['168.00'],1800+
1089,54276616518,['4599.00'],1800+
1090,35699250624,['1848.00'],1800+
1091,35699399342,['2349.00'],1800+
1092,42620349156,['3999.00'],1800+
1093,43532040194,['1299.00'],1800+
1094,44102280377,['999.00'],1800+
1095,43095339820,['669.00'],1700+
1096,44880206259,['988.00'],1800+
1097,36125064258,['838.00'],1700+
1098,42215568057,['599.00'],1700+
1099,55461864021,['1488.00'],1800+
1100,30907727247,['198.00'],1700+
1101,61814928763,['1699.00'],1800+
1102,38256172506,['4998.00'],1700+
1103,53914597201,['129.00'],1700+
1104,38290893957,['1249.00'],1700+
1105,16744370074,['159.00'],1700+
1106,50155164317,['2699.00'],1700+
1107,55719103071,['1538.00'],1700+
1108,20747724171,['2488.00'],1700+
1109,57193481538,['139.00'],1700+
1110,56649290430,['9028.00'],1700+
1111,34265732641,['479.00'],1700+
1112,34954408777,['298.00'],1700+
1113,63283102221,['3799.00'],1700+
1114,47699728106,['1299.00'],1700+
1115,56834696695,['999.00'],1700+
1116,21755166732,['768.00'],1700+
1117,62352930619,['2499.00'],1700+
1118,25784742588,['139.00'],1700+
1119,54542358176,['3388.00'],1700+
1120,26054908754,['248.00'],1700+
1121,56656942584,['5699.00'],1700+
1122,49212069463,['暂无报价'],1700+
1123,50159173016,['148.00'],1700+
1124,18974672589,['399.00'],1700+
1125,100002399612,['159.00'],1700+
1126,63030021961,['6399.00'],1700+
1127,100010949256,['499.00'],1700+
1128,54696362432,['999.00'],1700+
1129,41895898643,['2499.00'],1700+
1130,43558600154,['1048.00'],1700+
1131,40570016104,['399.00'],1700+
1132,51959567172,['1259.00'],1700+
1133,26889208244,['4319.00'],1600+
1134,100010949264,['649.00'],1700+
1135,37221800643,['89.00'],1700+
1136,12054576640,['149.00'],1600+
1137,100005337543,['199.00'],1700+
1138,54057104245,['89.00'],1700+
1139,59176961813,['4999.00'],1700+
1140,35686345367,['188.00'],1600+
1141,54393474458,['288.00'],1600+
1142,43745560057,['158.00'],1600+
1143,52033984025,['1728.00'],1800+
1144,100006058054,['168.00'],1600+
1145,45105622340,['4488.00'],1600+
1146,57005800488,['1199.00'],1600+
1147,40872912486,['499.00'],1600+
1148,100005291581,['599.00'],1700+
1149,56761430220,['809.00'],2000+
1150,33655077431,['4288.00'],1600+
1151,16497862774,['899.00'],1600+
1152,35458467008,['609.00'],1600+
1153,57140608264,['4299.00'],1600+
1154,35651694243,['1159.00'],1600+
1155,53124667962,['469.00'],1600+
1156,56960784547,['1119.00'],1700+
1157,25549428968,['398.00'],1600+
1158,41275746375,['1299.00'],1600+
1159,25735708891,['168.00'],1600+
1160,60487270984,['4999.00'],1600+
1161,13934348245,['139.00'],1600+
1162,50928559830,['759.00'],1700+
1163,100010300500,['168.00'],1700+
1164,45180719583,['158.00'],1600+
1165,31340280969,['699.00'],1600+
1166,61061769981,['1509.00'],1700+
1167,29590047201,['389.00'],1600+
1168,23929443580,['179.00'],1600+
1169,61119668952,['6088.00'],1600+
1170,55202428674,['2999.00'],1600+
1171,55770012873,['489.00'],1700+
1172,51676742638,['199.00'],1600+
1173,13400321203,['799.00'],1500+
1174,41047240805,['1799.00'],1600+
1175,44038082966,['728.00'],1600+
1176,15435793650,['1099.00'],1500+
1177,56144973581,['9399.00'],1600+
1178,18654358480,['199.00'],1500+
1179,55734447615,['1469.00'],1600+
1180,56563818294,['349.00'],1500+
1181,54312529068,['999.00'],1500+
1182,52110944619,['968.00'],1600+
1183,100003496372,['3999.00'],1600+
1184,48432661221,['2499.00'],1500+
1185,63397237424,['4189.00'],1500+
1186,28223441652,['779.00'],1500+
1187,100004897743,['339.00'],1600+
1188,56177164560,['799.00'],1700+
1189,52543778237,['6999.00'],1500+
1190,44033283662,['969.00'],1600+
1191,34138944006,['849.80'],1500+
1192,100003102018,['299.00'],1500+
1193,57693695323,['2999.00'],1500+
1194,39212578294,['1245.00'],1500+
1195,20677126527,['1249.00'],1500+
1196,16983946257,['1298.00'],1500+
1197,100005536927,['679.00'],1500+
1198,58111727464,['3299.00'],1500+
1199,33690849903,['3588.00'],1500+
1200,38475323133,['3588.00'],1500+
1201,56921895028,['9128.00'],1500+
1202,32402190380,['899.00'],1500+
1203,100008397184,['899.00'],1500+
1204,43558872816,['765.00'],1500+
1205,11567019869,['1298.00'],1500+
1206,60030391833,['1399.00'],1500+
1207,1063666941,['209.00'],1500+
1208,54987905029,['99.00'],1500+
1209,44108166105,['728.00'],1500+
1210,42193114742,['99.00'],1500+
1211,45878110173,['3688.00'],1500+
1212,39055822554,['99.00'],1500+
1213,41050980070,['958.00'],1400+
1214,53763236024,['1588.00'],1500+
1215,57635112871,['3668.00'],1500+
1216,41441482358,['899.00'],1400+
1217,43095425719,['69.00'],1500+
1218,24286784437,['799.00'],1400+
1219,48837921915,['489.00'],1500+
1220,57728059240,['1999.00'],1500+
1221,39204528510,['1218.00'],1400+
1222,16322634421,['499.00'],1400+
1223,30718880816,['3499.00'],1400+
1224,45104789994,['3688.00'],1400+
1225,100010755494,['229.00'],1700+
1226,59461777257,['999.00'],1500+
1227,60872287202,['97.00'],1500+
1228,28270225778,['899.00'],1400+
1229,32907412902,['1128.00'],1400+
1230,40354551811,['1958.00'],1400+
1231,34531029113,['1699.00'],1400+
1232,57268990546,['3999.00'],1500+
1233,57323794698,['4998.00'],1400+
1234,19998283467,['12999.00'],1400+
1235,51396281571,['399.00'],1400+
1236,56179828357,['799.00'],1500+
1237,53140917675,['2199.00'],1400+
1238,17257019146,['699.00'],1400+
1239,24225852283,['298.00'],1400+
1240,7534047,['569.00'],1400+
1241,28761599918,['1399.00'],1400+
1242,48755873938,['2388.00'],1400+
1243,56111446783,['1539.00'],1400+
1244,100005297524,['338.00'],1400+
1245,50643666816,['1999.00'],1400+
1246,30063327300,['479.00'],1400+
1247,28767093983,['1388.00'],1400+
1248,54327004311,['169.00'],1400+
1249,23186438709,['99.00'],1400+
1250,48278314598,['2299.00'],1400+
1251,62573449366,['1859.00'],1400+
1252,45487816017,['299.00'],1400+
1253,48272179329,['2499.00'],1400+
1254,56128919689,['149.00'],1400+
1255,38459716370,['198.00'],1400+
1256,34693782047,['4599.00'],1300+
1257,50097517947,['2499.00'],1400+
1258,42326921072,['499.00'],1300+
1259,49370965822,['99.00'],1300+
1260,55294371632,['2999.00'],1400+
1261,59542928337,['6899.00'],1400+
1262,55122913789,['958.00'],1400+
1263,59894121601,['5499.00'],1400+
1264,59406099252,['2298.00'],1400+
1265,42434845287,['1358.00'],1400+
1266,55175270304,['198.00'],1400+
1267,25075711925,['168.00'],1300+
1268,34528923119,['168.00'],1300+
1269,40308397365,['819.00'],1300+
1270,56830149990,['3348.00'],1300+
1271,100000481325,['12298.00'],1300+
1272,56226875796,['1499.00'],1300+
1273,51959322365,['999.00'],1300+
1274,56830787626,['5388.00'],1400+
1275,11075527091,['219.00'],1300+
1276,50795952695,['178.00'],1300+
1277,100003670241,['899.00'],1300+
1278,18780117159,['338.00'],1300+
1279,28981061713,['1230.00'],1300+
1280,24363950717,['98.00'],1300+
1281,54227518914,['4158.00'],1300+
1282,56834297309,['1449.00'],1300+
1283,43299934724,['1208.00'],1300+
1284,45592512665,['999.00'],1300+
1285,32924738685,['1699.00'],1300+
1286,40047437928,['1549.00'],1300+
1287,43298116984,['1219.00'],1300+
1288,30722070054,['399.00'],1300+
1289,11898178629,['209.00'],1300+
1290,100005297526,['338.00'],1300+
1291,59888373153,['2399.00'],1300+
1292,53371916410,['1799.00'],1300+
1293,100002092969,['5099.00'],1300+
1294,40038521452,['836.00'],1300+
1295,47340147109,['4299.00'],1300+
1296,62712940354,['1059.00'],1300+
1297,53147827096,['1349.00'],1300+
1298,60959075418,['10595.00'],1300+
1299,41967500625,['2368.00'],1300+
1300,100007696650,['359.00'],1300+
1301,62437457027,['699.00'],1900+
1302,50364125724,['2799.00'],1300+
1303,57734571809,['198.00'],1300+
1304,56954273923,['368.00'],1300+
1305,51802384507,['3398.00'],1300+
1306,100006837804,['299.00'],1300+
1307,26897061925,['158.00'],1200+
1308,48270371045,['2999.00'],1200+
1309,62957135046,['488.00'],1200+
1310,53779319567,['1999.00'],1300+
1311,33310142008,['1198.00'],1200+
1312,45264307539,['1799.00'],1200+
1313,55460281697,['1598.00'],1300+
1314,57081414002,['1629.00'],1300+
1315,46971161950,['1299.00'],1200+
1316,28997987139,['499.00'],1200+
1317,40635301744,['1099.00'],1200+
1318,44322841632,['379.00'],1200+
1319,31261432610,['暂无报价'],1200+
